,SHORT_TERM,KWIL.NS,BUY,193,47.908440211467166,,248227.40123719536,ST_SWING_ENTRY
,SHORT_TERM,FILATFASH.NS,BUY,8936,0.17991059843938215,,246619.72012954103,ST_SWING_ENTRY
,SHORT_TERM,PARASPETRO.NS,BUY,3968,2.2369721883107774,,237743.41448632386,ST_SWING_ENTRY
,SHORT_TERM,SCILAL.NS,BUY,214,39.99249936292395,,229185.01962265815,ST_SWING_ENTRY
,SHORT_TERM,FILATFASH.NS,SELL,8936,0.18007794734943033,0.0,230794.19616017267,ST_SWING_EXIT
,SHORT_TERM,SCILAL.NS,SELL,214,39.782406966940535,0.0,239307.63125109795,ST_SWING_EXIT
,SHORT_TERM,CSBBANK.NS,BUY,26,331.301277753098,,230693.7980295174,ST_SWING_ENTRY
,SHORT_TERM,PROTEAN.NS,BUY,14,558.8252523314417,,222870.24449687722,ST_SWING_ENTRY
,SHORT_TERM,KWIL.NS,SELL,193,47.79867931373763,0.0,232095.38960442858,ST_SWING_EXIT
,SHORT_TERM,PARASPETRO.NS,SELL,3968,2.2322930183730083,0.0,240953.12830133268,ST_SWING_EXIT
,SHORT_TERM,KWIL.NS,BUY,181,47.76030413863356,,232308.51325224,ST_SWING_ENTRY
,SHORT_TERM,DELTACORP.NS,BUY,136,61.25240072584783,,223978.1867535247,ST_SWING_ENTRY
,SHORT_TERM,KWIL.NS,SELL,181,47.714923053143565,0.0,232614.5878261437,ST_SWING_EXIT
,SHORT_TERM,PLATIND.NS,SELL,41,208.0361519401546,0.0,241144.07005569,ST_SWING_EXIT
,SHORT_TERM,CANFINHOME.NS,SELL,11,804.4589846208418,0.0,249993.11888651928,ST_SWING_EXIT
,SHORT_TERM,CANFINHOME.NS,BUY,11,804.0818460850347,,241148.2185795839,ST_SWING_ENTRY
,SHORT_TERM,MUNJALAU.NS,BUY,78,111.25768247894605,,232470.1193462261,ST_SWING_ENTRY
,SHORT_TERM,PARASPETRO.NS,BUY,3751,2.230633451559256,,224103.01326942732,ST_SWING_ENTRY
,SHORT_TERM,MUNJALAU.NS,SELL,78,111.23894376413118,0.0,232779.65088302956,ST_SWING_EXIT
,SHORT_TERM,PARASPETRO.NS,SELL,3751,2.218588230529584,0.0,241101.57533574602,ST_SWING_EXIT
,SHORT_TERM,FILATFASH.NS,BUY,8679,0.18998187703939948,,239452.72262492107,ST_SWING_ENTRY
,SHORT_TERM,PARASPETRO.NS,BUY,3887,2.2175426510232787,,230833.1343403936,ST_SWING_ENTRY
,SHORT_TERM,FILATFASH.NS,SELL,8679,0.19023636496730364,0.0,232484.19575194482,ST_SWING_EXIT
,SHORT_TERM,CANFINHOME.NS,SELL,11,810.5045234736529,0.0,241399.745510155,ST_SWING_EXIT
,SHORT_TERM,PROTEAN.NS,SELL,14,556.8164357764388,0.0,249195.17561102513,ST_SWING_EXIT
,SHORT_TERM,PROTEAN.NS,BUY,16,557.1817626695415,,240280.26740831247,ST_SWING_ENTRY
,SHORT_TERM,PLATIND.NS,BUY,41,208.0650406156593,,231749.60074307045,ST_SWING_ENTRY
,SHORT_TERM,FILATFASH.NS,BUY,8342,0.19020883895872817,,230162.87860847675,ST_SWING_ENTRY
,SHORT_TERM,FILATFASH.NS,SELL,8342,0.19106547119108397,0.0,231756.74676915279,ST_SWING_EXIT
,SHORT_TERM,CSBBANK.NS,SELL,26,328.4835932318824,0.0,240297.32019318172,ST_SWING_EXIT
,SHORT_TERM,CANFINHOME.NS,BUY,10,808.9927600803773,,232207.39259237793,ST_SWING_ENTRY
,SHORT_TERM,KWIL.NS,BUY,175,47.70172302741271,,223859.5910625807,ST_SWING_ENTRY
,SHORT_TERM,DELTACORP.NS,SELL,136,61.36844054721861,0.0,232205.69897700244,ST_SWING_EXIT
,SHORT_TERM,KWIL.NS,SELL,175,48.01128732029387,0.0,240607.67425805386,ST_SWING_EXIT
,SHORT_TERM,PARASPETRO.NS,SELL,3887,2.231977548921729,0.0,249283.3709907126,ST_SWING_EXIT
,SHORT_TERM,FILATFASH.NS,BUY,8974,0.17990067227654288,,247668.9423577029,ST_SWING_ENTRY
,SHORT_TERM,CANFINHOME.NS,SELL,10,804.8685008906052,0.0,255717.62736660897,ST_SWING_EXIT
,SHORT_TERM,KWIL.NS,BUY,192,47.92270494686371,,246516.46801681112,ST_SWING_ENTRY
,SHORT_TERM,SHYAMMETL.NS,BUY,8,1000.601928363382,,238511.65258990406,ST_SWING_ENTRY
,SHORT_TERM,KWIL.NS,SELL,192,47.77166576740416,0.0,247683.81241724564,ST_SWING_EXIT
,SHORT_TERM,SHYAMMETL.NS,SELL,8,995.9463679357583,0.0,255651.3833607317,ST_SWING_EXIT
,SHORT_TERM,PLATIND.NS,SELL,41,211.62354699506253,0.0,264327.94878752925,ST_SWING_EXIT
,SHORT_TERM,FILATFASH.NS,SELL,8974,0.17955415049468207,0.0,265939.2677340685,ST_SWING_EXIT
,SHORT_TERM,PROTEAN.NS,SELL,16,562.7087443870757,0.0,274942.60764426173,ST_SWING_EXIT
,SHORT_TERM,KWIL.NS,BUY,206,47.82348270172138,,265090.97020770714,ST_SWING_ENTRY
,SHORT_TERM,SHYAMMETL.NS,BUY,9,995.541163880104,,256131.0997327862,ST_SWING_ENTRY
,SHORT_TERM,AQYLON.NS,BUY,361,25.472024786772376,,246935.6987847614,ST_SWING_ENTRY
,SHORT_TERM,SCILAL.NS,BUY,222,39.94796717707062,,238067.2500714517,ST_SWING_ENTRY
,SHORT_TERM,SHANKESH.NS,BUY,83,102.78445041294992,,229536.14068717687,ST_SWING_ENTRY
,SHORT_TERM,AQYLON.NS,SELL,361,25.472302277049845,0.0,238731.64180919187,ST_SWING_EXIT
,SHORT_TERM,PARASPETRO.NS,BUY,3853,2.2301763431322663,,230138.77235910326,ST_SWING_ENTRY
,SHORT_TERM,SHANKESH.NS,SELL,83,102.60401852693094,0.0,238654.90589683852,ST_SWING_EXIT
,SHORT_TERM,KWIL.NS,SELL,206,48.12852831718732,0.0,248569.38273017912,ST_SWING_EXIT
,SHORT_TERM,SHYAMMETL.NS,SELL,9,990.4844481695478,0.0,257483.74276370506,ST_SWING_EXIT
,SHORT_TERM,SCILAL.NS,SELL,222,39.86927596210203,0.0,266334.7220272917,ST_SWING_EXIT
,SHORT_TERM,KWIL.NS,BUY,199,48.16695807373096,,256749.49737061927,ST_SWING_ENTRY
,SHORT_TERM,CANFINHOME.NS,BUY,11,804.5223300623687,,247899.7517399332,ST_SWING_ENTRY
,SHORT_TERM,AQYLON.NS,BUY,350,25.44805756515659,,238992.9315921284,ST_SWING_ENTRY
,SHORT_TERM,KWIL.NS,SELL,199,48.320843263291685,0.0,248608.77940152347,ST_SWING_EXIT
,SHORT_TERM,CANFINHOME.NS,SELL,11,809.0839612237107,0.0,257508.70297498428,ST_SWING_EXIT
,SHORT_TERM,PARASPETRO.NS,SELL,3853,2.1960520644002908,0.0,265970.0915791186,ST_SWING_EXIT
,SHORT_TERM,CSBBANK.NS,BUY,29,329.67275522972625,,256409.58167745656,ST_SWING_ENTRY
,SHORT_TERM,PLATIND.NS,BUY,43,211.5990109090433,,247310.8242083677,ST_SWING_ENTRY
,SHORT_TERM,ANUP.NS,BUY,4,1788.9567819472204,,240154.99708057882,ST_SWING_ENTRY
,SHORT_TERM,SCILAL.NS,BUY,216,39.91015206551759,,231534.40423442703,ST_SWING_ENTRY
,SHORT_TERM,PLATIND.NS,SELL,43,211.18185076321427,0.0,240615.22381724525,ST_SWING_EXIT
,SHORT_TERM,CSBBANK.NS,SELL,29,332.0329853311714,0.0,250244.18039184922,ST_SWING_EXIT
,SHORT_TERM,AQYLON.NS,SELL,350,25.412163790444733,0.0,259138.43771850487,ST_SWING_EXIT
,SHORT_TERM,PARASPETRO.NS,BUY,4248,2.195622159642517,,249811.43478434347,ST_SWING_ENTRY
,SHORT_TERM,SCILAL.NS,SELL,216,39.91775036257099,0.0,258433.6688626588,ST_SWING_EXIT
,SHORT_TERM,FILATFASH.NS,BUY,9303,0.17951926837849394,,256763.60110893365,ST_SWING_ENTRY
,SHORT_TERM,DELTACORP.NS,BUY,150,61.318053366159255,,247565.89310400977,ST_SWING_ENTRY
,SHORT_TERM,SCILAL.NS,BUY,223,39.93475326291096,,238660.44312638062,ST_SWING_ENTRY
,SHORT_TERM,PARASPETRO.NS,SELL,4248,2.189853382824228,0.0,247962.94029661795,ST_SWING_EXIT
,SHORT_TERM,ANUP.NS,SELL,4,1784.7106687524397,0.0,255101.78297162772,ST_SWING_EXIT
,SHORT_TERM,CSBBANK.NS,BUY,27,332.5239469241911,,246123.63640467456,ST_SWING_ENTRY
,SHORT_TERM,FILATFASH.NS,SELL,9303,0.1788281831760083,0.0,247787.27499276097,ST_SWING_EXIT
,SHORT_TERM,FILATFASH.NS,BUY,8920,0.17885420235334393,,246191.89550776914,ST_SWING_ENTRY
,SHORT_TERM,PARASPETRO.NS,BUY,4044,2.1914731253335953,,237329.57818892007,ST_SWING_ENTRY
,SHORT_TERM,SCILAL.NS,SELL,223,40.06930661712066,0.0,246265.03356453797,ST_SWING_EXIT
,SHORT_TERM,CSBBANK.NS,SELL,27,331.54655773012746,0.0,255216.7906232514,ST_SWING_EXIT
,SHORT_TERM,PARASPETRO.NS,SELL,4044,2.1883983578545787,0.0,264066.67358241533,ST_SWING_EXIT
,SHORT_TERM,CSBBANK.NS,BUY,28,331.5143877024611,,254784.2707267464,ST_SWING_ENTRY
,SHORT_TERM,KWIL.NS,BUY,189,48.49788696935987,,245618.1700895374,ST_SWING_ENTRY
,SHORT_TERM,PLATIND.NS,BUY,41,210.87949652815735,,236972.11073188295,ST_SWING_ENTRY
,SHORT_TERM,FILATFASH.NS,SELL,8920,0.1783703980630163,0.0,238563.17468260505,ST_SWING_EXIT
,SHORT_TERM,PLATIND.NS,SELL,41,211.28880229091936,0.0,247226.01557653275,ST_SWING_EXIT
,SHORT_TERM,SHYAMMETL.NS,BUY,8,990.821238153136,,239299.44567130765,ST_SWING_ENTRY
,SHORT_TERM,ANUP.NS,BUY,4,1785.1441096139397,,232158.8692328519,ST_SWING_ENTRY
,SHORT_TERM,KWIL.NS,SELL,189,48.33493317768892,0.0,241294.1716034351,ST_SWING_EXIT
,SHORT_TERM,ANUP.NS,SELL,4,1784.6395634604278,0.0,248432.7298572768,ST_SWING_EXIT
,SHORT_TERM,SCILAL.NS,BUY,223,40.02038545581423,,239508.18390063022,ST_SWING_ENTRY
